state,min_age,max_age,conditions,sector,scheme_name,skills_offered,documents_needed,offered_by
Mizoram,16,43,"Poor/vulnerable families, SECC data",Healthcare,Ayushman Bharat,Not available,"Aadhaar Card, Bank Passbook",Ministry of Health and Family Welfare
Punjab,1,33,"Annual income below ₹2 lakh, 12th marks ≥ 60%",Education,Post-Matric Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Punjab,24,49,"Income < ₹3 lakh, major illness",Healthcare,Mukhya Mantri Amrutam Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Meghalaya,10,53,"Income < ₹1 lakh, kutcha house owner",Housing,Mukhya Mantri Awas Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Chhattisgarh,4,54,"10th pass, 18+ years, unemployed",Employment,PM Kaushal Vikas Yojana,"Tailoring, Beauty, Electrician, Welding","Aadhaar Card, Bank Passbook, 10th Marksheet",Ministry of Skill Development and Entrepreneurship
Telangana,8,31,"Income < ₹3 lakh, major illness",Healthcare,Mukhya Mantri Amrutam Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Meghalaya,3,62,"Poor/vulnerable families, SECC data",Healthcare,Ayushman Bharat,Not available,"Aadhaar Card, Bank Passbook",Ministry of Health and Family Welfare
Uttar Pradesh,7,51,"10th pass, 18+ years, unemployed",Employment,PM Kaushal Vikas Yojana,"Tailoring, Beauty, Electrician, Welding","Aadhaar Card, Bank Passbook, 10th Marksheet",Ministry of Skill Development and Entrepreneurship
Kerala,7,55,Pregnant woman below poverty line,Healthcare,Janani Suraksha Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Chhattisgarh,1,6,"10th pass, 18+ years, unemployed",Employment,PM Kaushal Vikas Yojana,"Tailoring, Beauty, Electrician, Welding","Aadhaar Card, Bank Passbook, 10th Marksheet",Ministry of Skill Development and Entrepreneurship
Uttar Pradesh,17,49,"Adult in rural area willing to work, job card required",Employment,MGNREGA,Not available,"Aadhaar Card, Bank Passbook",Ministry of Rural Development
Andhra Pradesh,16,39,"Girl student, admitted in AICTE college",Education,AICTE Pragati Scholarship,Not available,"Aadhaar Card, Bank Passbook",All India Council for Technical Education
Andhra Pradesh,16,32,"Income < ₹3 lakh, major illness",Healthcare,Mukhya Mantri Amrutam Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Uttar Pradesh,4,23,"Top 1% in 12th board, pursuing science UG",Education,Inspire Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Rajasthan,6,59,"Girl student, admitted in AICTE college",Education,AICTE Pragati Scholarship,Not available,"Aadhaar Card, Bank Passbook",All India Council for Technical Education
Tripura,10,42,Pregnant woman below poverty line,Healthcare,Janani Suraksha Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Chhattisgarh,19,42,"Poor/vulnerable families, SECC data",Healthcare,Ayushman Bharat,Not available,"Aadhaar Card, Bank Passbook",Ministry of Health and Family Welfare
Gujarat,23,43,"Income < ₹1 lakh, kutcha house owner",Housing,Mukhya Mantri Awas Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Uttarakhand,11,54,"Income < ₹1 lakh, kutcha house owner",Housing,Mukhya Mantri Awas Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Uttarakhand,10,31,"Income < ₹3 lakh, major illness",Healthcare,Mukhya Mantri Amrutam Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Uttar Pradesh,13,50,"10th pass, 18+ years, unemployed",Employment,PM Kaushal Vikas Yojana,"Tailoring, Beauty, Electrician, Welding","Aadhaar Card, Bank Passbook, 10th Marksheet",Ministry of Skill Development and Entrepreneurship
Manipur,4,49,"Annual income below ₹2 lakh, 12th marks ≥ 60%",Education,Post-Matric Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Meghalaya,21,58,"Adult in rural area willing to work, job card required",Employment,MGNREGA,Not available,"Aadhaar Card, Bank Passbook",Ministry of Rural Development
Bihar,1,31,For hospital patients’ welfare,Healthcare,Rogi Kalyan Samiti,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Kerala,24,55,"Income < ₹1 lakh, kutcha house owner",Housing,Mukhya Mantri Awas Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Uttarakhand,2,37,Pregnant woman below poverty line,Healthcare,Janani Suraksha Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Andhra Pradesh,16,51,"8th passed, income < ₹1.5 lakh, 55% marks",Education,National Means-Cum-Merit Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Rajasthan,17,31,"10th pass, 18+ years, unemployed",Employment,PM Kaushal Vikas Yojana,"Tailoring, Beauty, Electrician, Welding","Aadhaar Card, Bank Passbook, 10th Marksheet",Ministry of Skill Development and Entrepreneurship
Maharashtra,24,37,"Poor/vulnerable families, SECC data",Healthcare,Ayushman Bharat,Not available,"Aadhaar Card, Bank Passbook",Ministry of Health and Family Welfare
Himachal Pradesh,12,31,"Income < ₹6 lakh, urban household",Housing,PMAY Urban,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Himachal Pradesh,8,63,"New startup, DIPP registered",Employment,Startup India,"Entrepreneurship, Business Development","Aadhaar Card, Business Plan, DIPP Certificate",Department for Promotion of Industry and Internal Trade
Madhya Pradesh,13,48,"Income < ₹1 lakh, kutcha house owner",Housing,Mukhya Mantri Awas Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Karnataka,15,31,"Annual income below ₹2 lakh, 12th marks ≥ 60%",Education,Post-Matric Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Kerala,21,56,Pregnant woman below poverty line,Healthcare,Janani Suraksha Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Haryana,8,23,For hospital patients’ welfare,Healthcare,Rogi Kalyan Samiti,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Assam,22,55,"10th pass, 18+ years, unemployed",Employment,PM Kaushal Vikas Yojana,"Tailoring, Beauty, Electrician, Welding","Aadhaar Card, Bank Passbook, 10th Marksheet",Ministry of Skill Development and Entrepreneurship
Uttarakhand,6,38,For hospital patients’ welfare,Healthcare,Rogi Kalyan Samiti,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Jharkhand,3,49,"New startup, DIPP registered",Employment,Startup India,"Entrepreneurship, Business Development","Aadhaar Card, Business Plan, DIPP Certificate",Department for Promotion of Industry and Internal Trade
Tripura,8,21,"BPL family, no pucca house",Housing,PMAY Gramin,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Goa,25,61,"New startup, DIPP registered",Employment,Startup India,"Entrepreneurship, Business Development","Aadhaar Card, Business Plan, DIPP Certificate",Department for Promotion of Industry and Internal Trade
Manipur,25,48,"Rural SC/ST family, no home",Housing,Basava Vasati Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Jharkhand,10,54,"Top 1% in 12th board, pursuing science UG",Education,Inspire Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
West Bengal,25,62,"10th pass, 18+ years, unemployed",Employment,PM Kaushal Vikas Yojana,"Tailoring, Beauty, Electrician, Welding","Aadhaar Card, Bank Passbook, 10th Marksheet",Ministry of Skill Development and Entrepreneurship
West Bengal,2,64,"BPL family, no pucca house",Housing,PMAY Gramin,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Karnataka,18,30,"Top 1% in 12th board, pursuing science UG",Education,Inspire Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Chhattisgarh,14,52,"Girl student, admitted in AICTE college",Education,AICTE Pragati Scholarship,Not available,"Aadhaar Card, Bank Passbook",All India Council for Technical Education
Assam,25,61,"Income < ₹6 lakh, urban household",Housing,PMAY Urban,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Himachal Pradesh,4,16,"10th pass, 18+ years, unemployed",Employment,PM Kaushal Vikas Yojana,"Tailoring, Beauty, Electrician, Welding","Aadhaar Card, Bank Passbook, 10th Marksheet",Ministry of Skill Development and Entrepreneurship
Punjab,18,47,"BPL family, no pucca house",Housing,PMAY Gramin,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Assam,22,30,"Adult in rural area willing to work, job card required",Employment,MGNREGA,Not available,"Aadhaar Card, Bank Passbook",Ministry of Rural Development
Assam,24,34,"8th passed, income < ₹1.5 lakh, 55% marks",Education,National Means-Cum-Merit Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Nagaland,1,61,"Annual income below ₹2 lakh, 12th marks ≥ 60%",Education,Post-Matric Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Arunachal Pradesh,0,38,"SC/ST/women, new enterprise",Employment,Stand-Up India,"Entrepreneurship, Business Loan Management","Caste Certificate, Aadhaar Card, Bank Passbook",Ministry of Finance
Kerala,21,43,"Annual income below ₹2 lakh, 12th marks ≥ 60%",Education,Post-Matric Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Andhra Pradesh,20,52,"Annual income below ₹2 lakh, 12th marks ≥ 60%",Education,Post-Matric Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Haryana,15,64,"Poor/vulnerable families, SECC data",Healthcare,Ayushman Bharat,Not available,"Aadhaar Card, Bank Passbook",Ministry of Health and Family Welfare
Manipur,7,58,"10th pass, 18+ years, unemployed",Employment,PM Kaushal Vikas Yojana,"Tailoring, Beauty, Electrician, Welding","Aadhaar Card, Bank Passbook, 10th Marksheet",Ministry of Skill Development and Entrepreneurship
Goa,11,43,"Annual income below ₹2 lakh, 12th marks ≥ 60%",Education,Post-Matric Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Mizoram,9,19,"Rural SC/ST family, no home",Housing,Basava Vasati Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Madhya Pradesh,16,38,"8th passed, income < ₹1.5 lakh, 55% marks",Education,National Means-Cum-Merit Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Sikkim,3,16,"Girl student, admitted in AICTE college",Education,AICTE Pragati Scholarship,Not available,"Aadhaar Card, Bank Passbook",All India Council for Technical Education
Assam,3,20,For hospital patients’ welfare,Healthcare,Rogi Kalyan Samiti,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Jharkhand,7,23,"8th passed, income < ₹1.5 lakh, 55% marks",Education,National Means-Cum-Merit Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Sikkim,12,37,For hospital patients’ welfare,Healthcare,Rogi Kalyan Samiti,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Sikkim,24,61,"Income < ₹6 lakh, urban household",Housing,PMAY Urban,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Karnataka,9,58,Pregnant woman below poverty line,Healthcare,Janani Suraksha Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Bihar,23,37,"Annual income below ₹2 lakh, 12th marks ≥ 60%",Education,Post-Matric Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Sikkim,25,64,"New startup, DIPP registered",Employment,Startup India,"Entrepreneurship, Business Development","Aadhaar Card, Business Plan, DIPP Certificate",Department for Promotion of Industry and Internal Trade
Kerala,2,42,"BPL family, no pucca house",Housing,PMAY Gramin,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Chhattisgarh,19,32,"Adult in rural area willing to work, job card required",Employment,MGNREGA,Not available,"Aadhaar Card, Bank Passbook",Ministry of Rural Development
Telangana,25,31,"Girl student, admitted in AICTE college",Education,AICTE Pragati Scholarship,Not available,"Aadhaar Card, Bank Passbook",All India Council for Technical Education
Chhattisgarh,4,47,"Income < ₹6 lakh, urban household",Housing,PMAY Urban,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Punjab,0,15,"10th pass, 18+ years, unemployed",Employment,PM Kaushal Vikas Yojana,"Tailoring, Beauty, Electrician, Welding","Aadhaar Card, Bank Passbook, 10th Marksheet",Ministry of Skill Development and Entrepreneurship
Haryana,17,28,"Rural SC/ST family, no home",Housing,Basava Vasati Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Assam,8,38,For hospital patients’ welfare,Healthcare,Rogi Kalyan Samiti,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Meghalaya,0,33,"Adult in rural area willing to work, job card required",Employment,MGNREGA,Not available,"Aadhaar Card, Bank Passbook",Ministry of Rural Development
Sikkim,22,50,Pregnant woman below poverty line,Healthcare,Janani Suraksha Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Gujarat,14,56,Pregnant woman below poverty line,Healthcare,Janani Suraksha Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Punjab,24,45,"10th pass, 18+ years, unemployed",Employment,PM Kaushal Vikas Yojana,"Tailoring, Beauty, Electrician, Welding","Aadhaar Card, Bank Passbook, 10th Marksheet",Ministry of Skill Development and Entrepreneurship
Arunachal Pradesh,22,55,"10th pass, 18+ years, unemployed",Employment,PM Kaushal Vikas Yojana,"Tailoring, Beauty, Electrician, Welding","Aadhaar Card, Bank Passbook, 10th Marksheet",Ministry of Skill Development and Entrepreneurship
Andhra Pradesh,2,8,"SC/ST/women, new enterprise",Employment,Stand-Up India,"Entrepreneurship, Business Loan Management","Caste Certificate, Aadhaar Card, Bank Passbook",Ministry of Finance
Karnataka,10,40,"10th pass, 18+ years, unemployed",Employment,PM Kaushal Vikas Yojana,"Tailoring, Beauty, Electrician, Welding","Aadhaar Card, Bank Passbook, 10th Marksheet",Ministry of Skill Development and Entrepreneurship
Chhattisgarh,10,24,"Annual income below ₹2 lakh, 12th marks ≥ 60%",Education,Post-Matric Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Tripura,12,41,"BPL family, no pucca house",Housing,PMAY Gramin,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
West Bengal,14,40,"Girl student, admitted in AICTE college",Education,AICTE Pragati Scholarship,Not available,"Aadhaar Card, Bank Passbook",All India Council for Technical Education
Himachal Pradesh,12,65,For hospital patients’ welfare,Healthcare,Rogi Kalyan Samiti,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Jharkhand,11,64,"Adult in rural area willing to work, job card required",Employment,MGNREGA,Not available,"Aadhaar Card, Bank Passbook",Ministry of Rural Development
Chhattisgarh,11,55,"SC/ST/women, new enterprise",Employment,Stand-Up India,"Entrepreneurship, Business Loan Management","Caste Certificate, Aadhaar Card, Bank Passbook",Ministry of Finance
